slug,form,hue,aspect,sat,tail,head_stripe,status,note
orobanche-hederae,,,,,,,no_form,plantae/magnoliopsida/lamiales
orobanche-purpurea,,,,,,,no_form,plantae/magnoliopsida/lamiales
orthonotus-rufifrons,bug,100.0,1.00,45,thin,False,ok,
orthops-basalis,bug,85.2,1.00,45,thin,False,ok,
orthotrichia-costalis,bug,150.0,1.00,40,thin,False,ok,
orthotylus-marginalis,bug,68.3,1.00,45,thin,False,ok,
ostrya-carpinifolia,,,,,,,no_form,plantae/magnoliopsida/fagales
otiorhynchus-aurifer,beetle,36.4,1.00,55,thin,False,ok,
otiorhynchus-rugosostriatus,beetle,15.0,1.00,55,thin,False,ok,
otiorhynchus-spec,beetle,80.7,1.00,55,thin,False,ok,
ourapteryx-sambucaria,moth,24.0,1.00,55,thin,False,ok,
oxalis-debilis,,,,,,,no_form,plantae/magnoliopsida/oxalidales
oxalis-stricta,,,,,,,no_form,plantae/magnoliopsida/oxalidales
oxalis-tetraphylla,,,,,,,no_form,plantae/magnoliopsida/oxalidales
oxybasis-glauca,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
oxybasis-rubra,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
oxybelus-bipunctatus,bee,30.8,1.00,55,thin,False,ok,
oxybelus-uniglumis,bee,77.6,1.00,55,thin,False,ok,
oxychilus-draparnaudi,mollusc,45.0,0.90,55,thin,False,ok,
oxythyrea-funesta,beetle,92.3,1.00,55,thin,False,ok,
pachygaster-leachii,bee,77.0,1.00,55,thin,False,ok,
pacifastacus-leniusculus,,,,,,,no_form,animalia/malacostraca/decapoda
palloptera-muliebris,bee,24.4,1.00,55,thin,False,ok,
palloptera-ustulata,bee,75.3,1.00,55,thin,False,ok,
pammene-fasciana,moth,13.6,1.00,55,thin,False,ok,
pammene-regiana,moth,92.4,1.00,55,thin,False,ok,
pamphilius-inanitus,bee,100.4,1.00,55,thin,False,ok,
panaeolina-foenisecii,mushroom,79.7,1.00,35,thin,False,ok,
pandemis-cerasana,moth,37.4,1.00,55,thin,False,ok,
pandemis-heparana,moth,27.8,1.00,55,thin,False,ok,
panicum-miliaceum,,,,,,,no_form,plantae/liliopsida/poales
panimerus-spec,bee,21.2,1.00,55,thin,False,ok,
panorpa-communis,bug,78.1,1.00,40,thin,False,ok,
panorpa-vulgaris,bug,83.8,1.00,40,thin,False,ok,
papaver-dubium,,,,,,,no_form,plantae/magnoliopsida/ranunculales
papaver-rhoeas-cultivar,,,,,,,no_form,plantae/magnoliopsida/ranunculales
papaver-setiferum,,,,,,,no_form,plantae/magnoliopsida/ranunculales
papilio-machaon,moth,66.3,1.00,55,thin,False,ok,
parachronistis-albiceps,moth,43.6,1.00,55,thin,False,ok,
paracolopha-morrisoni,bug,93.6,1.00,45,thin,False,ok,
paracorymbia-fulva,beetle,40.3,1.00,55,thin,False,ok,
paralaoma-servilis,mollusc,30.0,0.90,55,thin,False,ok,
paranthrene-tabaniformis,moth,78.4,1.00,55,thin,False,ok,
parapoynx-stratiotata,moth,72.9,1.00,55,thin,False,ok,
parasola-plicatilis-sl-incl-galericuliformis-hercules-kuehneri-leiocephala-megasperma-schroeteri,mushroom,111.9,1.00,35,thin,False,ok,
parasteatoda-tepidariorum,spider,10.4,1.00,35,thin,False,ok,
parastichtis-suspecta,moth,69.6,1.00,55,thin,False,ok,
paraswammerdamia-nebulella,moth,147.3,1.00,55,thin,False,ok,
pardosa-spec,spider,33.0,1.00,35,thin,False,ok,
parentucellia-viscosa,,,,,,,no_form,plantae/magnoliopsida/lamiales
parhelophilus-spec,bee,29.0,1.00,55,thin,False,ok,
parietaria-judaica,,,,,,,no_form,plantae/magnoliopsida/rosales
parietaria-officinalis,,,,,,,no_form,plantae/magnoliopsida/rosales
parthenolecanium-corni,bug,74.5,1.00,45,thin,False,ok,
pasiphila-debiliata,moth,210.0,1.00,55,thin,False,ok,
pasiphila-rectangulata,moth,62.3,1.00,55,thin,False,ok,
passaloecus-corniger,bee,34.9,1.00,55,thin,False,ok,
passaloecus-spec,bee,91.6,1.00,55,thin,False,ok,
pastinaca-sativa,,,,,,,no_form,plantae/magnoliopsida/apiales
pechipogo-plumigeralis,moth,26.7,1.00,55,thin,False,ok,
pediasia-contaminella,moth,41.1,1.00,55,thin,False,ok,
pediopsis-tiliae,bug,86.9,1.00,45,thin,False,ok,
pelophylax-kl-esculentus,amphibian,64.2,0.95,50,thin,False,ok,
pelophylax-spec,amphibian,96.2,0.95,50,thin,False,ok,
pelosia-obtusa,moth,58.8,1.00,55,thin,False,ok,
pemphredon-spec,bee,65.8,1.00,55,thin,False,ok,
peribalus-strictus,bug,74.7,1.00,45,thin,False,ok,
peribatodes-rhomboidaria,moth,30.9,1.00,55,thin,False,ok,
peribatodes-secundaria,moth,66.4,1.00,55,thin,False,ok,
periclista-spec,bee,19.7,1.00,55,thin,False,ok,
periplaneta-australasiae,bug,16.0,1.00,40,thin,False,ok,
peripsychoda-auriculata,bee,35.2,1.00,55,thin,False,ok,
peripsychoda-spec,bee,44.1,1.00,55,thin,False,ok,
perizoma-alchemillata,moth,34.6,1.00,55,thin,False,ok,
perizoma-flavofasciata,moth,26.7,1.00,55,thin,False,ok,
perovskia-abrotanoides,,,,,,,no_form,plantae/magnoliopsida/lamiales
perovskia-abrotanoides-x-perovskia-atriplicifolia,,,,,,,no_form,plantae/magnoliopsida/lamiales
perovskia-spec,,,,,,,no_form,plantae/magnoliopsida/lamiales
persicaria-amphibia,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
persicaria-amplexicaulis,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
persicaria-lapathifolia,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
persicaria-lapathifolia-persicaria-maculosa,,,,,,,no_form,-/-/-
petasites-hybridus,,,,,,,no_form,plantae/magnoliopsida/asterales
petrorhagia-saxifraga,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
petunia-x-punctata-p-axillaris-x-p-integrifolia,,,,,,,no_form,plantae/magnoliopsida/solanales
phacelia-tanacetifolia,,,,,,,no_form,plantae/magnoliopsida/boraginales
phalaris-arundinacea,,,,,,,no_form,plantae/liliopsida/poales
phalera-bucephala,moth,65.0,1.00,55,thin,False,ok,
phania-funesta,bee,45.0,1.00,55,thin,False,ok,
phaonia-spec,bee,85.4,1.00,55,thin,False,ok,
phedimus-hybridus,,,,,,,no_form,plantae/magnoliopsida/saxifragales
phedimus-kamtschaticus,,,,,,,no_form,plantae/magnoliopsida/saxifragales
philadelphus-spec,,,,,,,no_form,plantae/magnoliopsida/cornales
philanthus-triangulum,bee,27.7,1.00,55,thin,False,ok,
philereme-transversata,moth,29.0,1.00,55,thin,False,ok,
philereme-vetulata,moth,88.6,1.00,55,thin,False,ok,
philodromus-spec,spider,51.2,1.00,35,thin,False,ok,
philonicus-albiceps,bee,57.5,1.00,55,thin,False,ok,
philopedon-plagiatum,beetle,33.3,1.00,55,thin,False,ok,
philosepedon-spec,bee,16.3,1.00,55,thin,False,ok,
phlogophora-meticulosa,moth,49.6,1.00,55,thin,False,ok,
phoenicurus-ochruros,bird,207.6,1.00,55,thin,False,ok,
pholcus-phalangioides,spider,27.2,1.00,35,thin,False,ok,
phoridae-indet,,,,,,,no_form,animalia/-/-
photedes-minima,moth,29.0,1.00,55,thin,False,ok,
phragmataecia-castaneae,moth,40.3,1.00,55,thin,False,ok,
phragmatobia-fuliginosa,moth,56.5,1.00,55,thin,False,ok,
phycita-roborella,moth,11.5,1.00,55,thin,False,ok,
phycitodes-binaevella,moth,44.0,1.00,55,thin,False,ok,
phycitodes-spec,moth,23.6,1.00,55,thin,False,ok,
phyllocnistis-xenia,moth,93.1,1.00,55,thin,False,ok,
phyllocoptes-eupadi,spider,80.5,1.00,35,thin,False,ok,
phyllonorycter-comparella,moth,206.7,1.00,55,thin,False,ok,
phyllonorycter-lautella,moth,155.5,1.00,55,thin,False,ok,
phyllonorycter-muelleriella,moth,20.9,1.00,55,thin,False,ok,
phyllonorycter-platani,moth,77.8,1.00,55,thin,False,ok,
phyllonorycter-quinqueguttella,moth,15.8,1.00,55,thin,False,ok,
phyllosticta-cruenta,fungus,101.0,1.00,35,thin,False,ok,
phymatocera-aterrima,bee,65.9,1.00,55,thin,False,ok,
physcia-caesia,fungus,27.7,1.00,35,thin,False,ok,
physconia-grisea,fungus,204.0,1.00,35,thin,False,ok,
physella-acuta,mollusc,35.4,0.90,55,thin,False,ok,
physocephala-rufipes,bee,352.5,1.00,55,thin,False,ok,
phytocoris-ulmi,bug,82.2,1.00,45,thin,False,ok,
phytocoris-varipes,bug,83.5,1.00,45,thin,False,ok,
phytomyza-aquilegiae,bee,96.8,1.00,55,thin,False,ok,
phytomyza-ilicis,bee,112.5,1.00,55,thin,False,ok,
phytomyza-lappae,bee,82.3,1.00,55,thin,False,ok,
phytomyza-senecionis,bee,95.2,1.00,55,thin,False,ok,
phytomyza-spondylii-pastinacae,,,,,,,no_form,-/-/-
phytophthora-lateralis,,,,,,,no_form,-/-/-
phytoptus-abnormis,spider,95.6,1.00,35,thin,False,ok,
pieris-mannii,moth,23.8,1.00,55,thin,False,ok,
pieris-rapae-napi,moth,78.3,1.00,55,thin,False,ok,
pieris-rapae-rapae,moth,78.3,1.00,55,thin,False,ok,
piezodorus-lituratus,bug,66.0,1.00,45,thin,False,ok,
pimpinella-major,,,,,,,no_form,plantae/magnoliopsida/apiales
pimpla-rufipes,bee,70.8,1.00,55,thin,False,ok,
pimplinae-indet,,,,,,,no_form,-/-/-
piniphila-bifasciana,moth,23.0,1.00,55,thin,False,ok,
pipunculidae-indet,bee,214.3,1.00,55,thin,False,ok,
piratula-latitans,spider,17.3,1.00,35,thin,False,ok,
pisaura-mirabilis,spider,65.8,1.00,35,thin,False,ok,
pithanus-maerkelii,bug,76.7,1.00,45,thin,False,ok,
plagiognathus-arbustorum,bug,92.9,1.00,45,thin,False,ok,
plagiognathus-chrysanthemi,bug,306.7,1.00,45,thin,False,ok,
plagiosterna-aenea,beetle,81.1,1.00,55,thin,False,ok,
plantago-coronopus,,,,,,,no_form,plantae/magnoliopsida/lamiales
planuncus-tingitanus-s-l,bug,24.6,1.00,40,thin,False,ok,
platanus-x-hispanica-p-occidentalis-x-p-orientalis,,,,,,,no_form,plantae/magnoliopsida/proteales
platycheirus-albimanus,bee,90.0,1.00,55,thin,False,ok,
platyedra-subcinerea,moth,29.4,1.00,55,thin,False,ok,
platypalpus-spec,bee,97.1,1.00,55,thin,False,ok,
platyptilia-gonodactyla,moth,28.0,1.00,55,thin,False,ok,
plectosphaerella-alismatis,fungus,56.7,1.00,35,thin,False,ok,
plemyria-rubiginata,moth,31.9,1.00,55,thin,False,ok,
pneumia-nubila-trivialis,bee,237.8,1.00,55,thin,False,ok,
poa-annua,,,,,,,no_form,plantae/liliopsida/poales
poa-compressa,,,,,,,no_form,plantae/liliopsida/poales
poa-trivialis,,,,,,,no_form,plantae/liliopsida/poales
poaceae-indet,,,,,,,no_form,plantae/liliopsida/poales
polistes-dominula,bee,27.3,1.00,55,thin,False,ok,
pollenia-spec,bee,117.0,1.00,55,thin,False,ok,
polycarpon-tetraphyllum,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
polygonum-aviculare,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
polyommatus-icarus,moth,47.6,1.00,55,thin,False,ok,
polypodium-interjectum-polypodium-vulgare,,,,,,,no_form,-/-/-
polypodium-spec,,,,,,,no_form,-/-/-
polyporus-squamosus,fungus,109.1,1.00,35,thin,False,ok,
polyxenus-lagurus,,,,,,,no_form,animalia/diplopoda/polyxenida
pompilidae-indet,bee,13.3,1.00,55,thin,False,ok,
pompilus-cinereus,bee,20.0,1.00,55,thin,False,ok,
pontania-proxima,bee,96.0,1.00,55,thin,False,ok,
populus-nigra-italica,,,,,,,no_form,plantae/magnoliopsida/malpighiales
populus-spec,,,,,,,no_form,plantae/magnoliopsida/malpighiales
populus-tremula,,,,,,,no_form,plantae/magnoliopsida/malpighiales
populus-x-canadensis-p-deltoides-x-p-nigra,,,,,,,no_form,plantae/magnoliopsida/malpighiales
populus-x-canescens-p-alba-x-p-tremula,,,,,,,no_form,plantae/magnoliopsida/malpighiales
porcellio-spinicornis,,,,,,,no_form,animalia/malacostraca/isopoda
portulaca-oleracea,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
potentilla-anserina,,,,,,,no_form,plantae/magnoliopsida/rosales
potentilla-argentea,,,,,,,no_form,plantae/magnoliopsida/rosales
potentilla-norvegica,,,,,,,no_form,plantae/magnoliopsida/rosales
potentilla-reptans,,,,,,,no_form,plantae/magnoliopsida/rosales
prays-fraxinella,moth,39.8,1.00,55,thin,False,ok,
prays-ruficeps,moth,45.0,1.00,55,thin,False,ok,
pristiphora-pallidiventris,bee,36.9,1.00,55,thin,False,ok,
proteroiulus-fuscus,,,,,,,no_form,animalia/diplopoda/julida
protomyces-macrosporus,fungus,79.1,1.00,35,thin,False,ok,
protoparmeliopsis-muralis,fungus,50.9,0.85,35,thin,False,ok,
prunus-avium,,,,,,,no_form,plantae/magnoliopsida/rosales
prunus-spinosa,,,,,,,no_form,plantae/magnoliopsida/rosales
pseudofumaria-lutea,,,,,,,no_form,plantae/magnoliopsida/ranunculales
pseudoips-prasinana,moth,61.6,1.00,55,thin,False,ok,
pseudovadonia-livida,beetle,75.8,1.00,55,thin,False,ok,
psittacula,bird,27.1,1.00,55,thin,False,ok,
psyllopsis-spec,bug,31.6,1.00,45,thin,False,ok,
pterophorus-pentadactyla,moth,109.2,1.00,55,thin,False,ok,
pterostichus-niger,beetle,15.7,1.00,55,thin,False,ok,
pterostichus-spec,beetle,30.7,1.00,55,thin,False,ok,
pterostoma-palpina,moth,70.8,1.00,55,thin,False,ok,
ptilodon-capucina,moth,111.4,1.00,55,thin,False,ok,
ptychoptera-contaminata,bee,20.0,1.00,55,thin,False,ok,
puccinia-aegopodii,fungus,82.1,1.00,35,thin,False,ok,
puccinia-allii,fungus,70.8,1.00,35,thin,False,ok,
pulicaria-dysenterica,,,,,,,no_form,plantae/magnoliopsida/asterales
punctelia-borreri,fungus,90.0,0.85,35,thin,False,ok,
pyralis-farinalis,moth,62.8,1.00,55,thin,False,ok,
pyrausta-aurata,moth,65.6,1.00,55,thin,False,ok,
pyrrhalta-viburni,beetle,81.2,1.00,55,thin,False,ok,
pyrrhocoris-apterus,bug,90.5,1.00,45,thin,False,ok,
pyrrhosoma-nymphula,dragonfly,78.9,1.00,55,thin,False,ok,
pyrus-communis,,,,,,,no_form,plantae/magnoliopsida/rosales
quercus-ilex,,,,,,,no_form,plantae/magnoliopsida/fagales
rabdophaga-rosaria,bee,94.7,1.00,55,thin,False,ok,
rallus-aquaticus,water-bird,25.0,1.00,20,thin,False,ok,
ramalina-farinacea,fungus,72.0,0.85,35,thin,False,ok,
ranunculus-lanuginosus,,,,,,,no_form,plantae/magnoliopsida/ranunculales
ranunculus-repens,,,,,,,no_form,plantae/magnoliopsida/ranunculales
raphanus-spec,,,,,,,no_form,plantae/magnoliopsida/brassicales
reseda-lutea,,,,,,,no_form,plantae/magnoliopsida/brassicales
reseda-luteola,,,,,,,no_form,plantae/magnoliopsida/brassicales
rhadinoceraea-micans,bee,145.5,1.00,55,thin,False,ok,
rhagio-tringarius,bee,70.0,1.00,55,thin,False,ok,
rhagoletis-alternata,bee,88.1,1.00,55,thin,False,ok,
rhantus-suturalis,beetle,17.1,1.00,55,thin,False,ok,
rhaphigaster-nebulosa,bug,101.1,1.00,45,thin,False,ok,
rhaphium-spec,,,,,,,no_form,animalia/-/-
rhembobius-perscrutator,bee,25.4,1.00,55,thin,False,ok,
rhinanthus-angustifolius,,,,,,,no_form,plantae/magnoliopsida/lamiales
rhinophora-lepida,bee,142.5,1.00,55,thin,False,ok,
rhogogaster-spec,bee,75.0,1.00,55,thin,False,ok,
rhogogaster-viridis-s-l,bee,101.1,1.00,55,thin,False,ok,
rhopalus-subrufus,bug,73.4,1.00,45,thin,False,ok,
ribes-nigrum,,,,,,,no_form,plantae/magnoliopsida/saxifragales
rilaena-triangularis,spider,84.7,1.00,35,thin,False,ok,
riparia-riparia,bird,85.2,1.00,55,thin,False,ok,
rissoa-membranacea,mollusc,64.8,0.90,55,thin,False,ok,
robinia-pseudoacacia,,,,,,,no_form,plantae/magnoliopsida/fabales
rodentia,rodent,77.3,1.00,40,thin,False,ok,
rorippa-palustris,,,,,,,no_form,plantae/magnoliopsida/brassicales
rorippa-sylvestris,,,,,,,no_form,plantae/magnoliopsida/brassicales
rosa-arvensis,,,,,,,no_form,plantae/magnoliopsida/rosales
rosa-rugosa,,,,,,,no_form,plantae/magnoliopsida/rosales
rosa-spec,,,,,,,no_form,plantae/magnoliopsida/rosales
rosmarinus-officinalis,,,,,,,no_form,plantae/magnoliopsida/lamiales
rubus-caesius,,,,,,,no_form,plantae/magnoliopsida/rosales
rubus-idaeus,,,,,,,no_form,plantae/magnoliopsida/rosales
rubus-odoratus,,,,,,,no_form,plantae/magnoliopsida/rosales
rubus-sect-corylifolii-rubus-sect-rubus,,,,,,,no_form,-/-/-
rubus-spec,,,,,,,no_form,plantae/magnoliopsida/rosales
rumex-acetosa,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
rumex-acetosella,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
rumex-conglomeratus,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
rumex-crispus,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
rumex-hydrolapathum,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
rumex-palustris,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
rumex-sanguineus,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
rumex-spec,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
sagina-procumbens,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
salix-cinerea,,,,,,,no_form,plantae/magnoliopsida/malpighiales
salix-spec,,,,,,,no_form,-/-/-
salvia-argentea,,,,,,,no_form,plantae/magnoliopsida/lamiales
salvia-pratensis,,,,,,,no_form,plantae/magnoliopsida/lamiales
salvia-viridis,,,,,,,no_form,plantae/magnoliopsida/lamiales
sambucus-nigra-laciniata,,,,,,,no_form,plantae/magnoliopsida/dipsacales
sanguisorba-officinalis,,,,,,,no_form,plantae/magnoliopsida/rosales
santolina-chamaecyparissus,,,,,,,no_form,plantae/magnoliopsida/asterales
sapygina-decemguttata,bee,34.2,1.00,55,thin,False,ok,
sarcophaga-spec,bee,76.7,1.00,55,thin,False,ok,
sarcophagidae-indet,bee,11.3,1.00,55,thin,False,ok,
sawadaea-bicornis,fungus,89.6,1.00,35,thin,False,ok,
scabiosa-columbaria,,,,,,,no_form,plantae/magnoliopsida/dipsacales
scaeva-pyrastri,bee,81.2,1.00,55,thin,False,ok,
scaeva-selenitica,bee,83.8,1.00,55,thin,False,ok,
schedonorus-giganteus,,,,,,,no_form,plantae/liliopsida/poales
schoenobius-gigantella,moth,35.5,1.00,55,thin,False,ok,
sciapus-platypterus,bee,88.5,1.00,55,thin,False,ok,
sciapus-spec,bee,107.4,1.00,55,thin,False,ok,
sciaridae-indet,bee,30.0,1.00,55,thin,False,ok,
sciota-rhenella,moth,0.0,1.00,55,thin,False,ok,
scoliopteryx-libatrix,moth,34.3,1.00,55,thin,False,ok,
scolopostethus-decoratus,bug,187.0,1.00,45,thin,False,ok,
scoparia-ambigualis,moth,30.0,1.00,55,thin,False,ok,
scoparia-basistrigalis,moth,34.3,1.00,55,thin,False,ok,
scoparia-basistrigalis-ambigualis,moth,217.5,1.00,55,thin,False,ok,
scoparia-eudonia-spec,moth,28.4,1.00,55,thin,False,ok,
scorzoneroides-autumnalis,,,,,,,no_form,plantae/magnoliopsida/asterales
scraptiidae-indet,beetle,72.8,1.00,55,thin,False,ok,
scrophularia-auriculata,,,,,,,no_form,plantae/magnoliopsida/lamiales
scrophularia-nodosa,,,,,,,no_form,plantae/magnoliopsida/lamiales
scrophularia-umbrosa,,,,,,,no_form,plantae/magnoliopsida/lamiales
scutellaria-columnae,,,,,,,no_form,plantae/magnoliopsida/lamiales
scutigera-coleoptrata,,,,,,,no_form,animalia/chilopoda/scutigeromorpha
scymninae-indet,,,,,,,no_form,-/-/-
scymnus-interruptus,beetle,70.6,1.00,55,thin,False,ok,
scymnus-schmidti-gr,,,,,,,no_form,animalia/-/-
scythris-limbella,moth,30.5,1.00,55,thin,False,ok,
scythropia-crataegella,moth,60.0,1.00,55,thin,False,ok,
scytodes-thoracica,spider,30.8,1.00,35,thin,False,ok,
sedum-pallidum,,,,,,,no_form,plantae/magnoliopsida/saxifragales
sedum-rupestre,,,,,,,no_form,plantae/magnoliopsida/saxifragales
sedum-sexangulare,,,,,,,no_form,plantae/magnoliopsida/saxifragales
segestria-bavarica,spider,26.2,1.00,35,thin,False,ok,
segestria-florentina,spider,17.1,1.00,35,thin,False,ok,
seioptera-vibrans,bee,97.4,1.00,55,thin,False,ok,
sempervivum-tectorum,,,,,,,no_form,plantae/magnoliopsida/saxifragales
senecio-sarracenicus,,,,,,,no_form,plantae/magnoliopsida/asterales
sepsis-spec,bee,84.6,1.00,55,thin,False,ok,
setaria-viridis,,,,,,,no_form,plantae/liliopsida/poales
sideridis-turbida,moth,51.0,1.00,55,thin,False,ok,
silene,,,,,,,no_form,-/-/-
silene-chalcedonica,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
silene-vulgaris,,,,,,,no_form,plantae/magnoliopsida/caryophyllales
silis-ruficollis,beetle,99.3,1.00,55,thin,False,ok,
sinapis-arvensis,,,,,,,no_form,plantae/magnoliopsida/brassicales
siproeta-epaphus,moth,100.9,1.00,55,thin,False,ok,
